#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore	evalue
GPALN_002029-T1	GPLIN_000572800	1916	1918	99	97	1938	91.383	3478	0.00e+00
GPALN_002031-T1	GPLIN_000572900	218	219	100	99	218	99.541	450	3.76e-164
GPALN_002032-T1	GPLIN_000573000	330	331	100	99	330	99.697	689	0.00e+00
GPALN_002033-T1	GPLIN_000573100	564	328	55	91	308	96.104	612	0.00e+00
GPALN_002036-T1	GPLIN_000573200	464	492	95	84	443	89.842	791	0.00e+00
GPALN_002037-T1	GPLIN_000573300	293	287	98	99	290	97.586	561	0.00e+00
GPALN_002038-T1	GPLIN_000573500	363	582	89	56	324	98.148	668	0.00e+00
GPALN_002040-T1	GPLIN_000573600	923	952	100	99	951	95.689	1834	0.00e+00
GPALN_002041-T1	GPLIN_000573700	375	376	100	99	375	98.933	767	0.00e+00
GPALN_002042-T1	GPLIN_000573800	257	213	86	87	221	83.258	276	7.72e-95
GPALN_002043-T1	GPLIN_000573900	128	130	100	99	129	96.899	244	1.72e-85
GPALN_002044-T1	GPLIN_000574100	739	737	99	99	738	92.954	1288	0.00e+00
GPALN_002046-T1	GPLIN_000574200	574	545	97	99	559	94.275	1080	0.00e+00
GPALN_002047-T1	GPLIN_000574300	710	898	84	66	595	96.471	1159	0.00e+00
GPALN_002052-T1	GPLIN_000574800	497	498	100	99	497	100.000	1017	0.00e+00
GPALN_002053-T1	GPLIN_000574900	1192	1249	87	79	1033	91.481	1882	0.00e+00
GPALN_002054-T1	GPLIN_000575000	1243	1206	100	99	1243	96.782	2462	0.00e+00
GPALN_002056-T1	GPLIN_000575100	283	284	100	99	283	99.647	582	0.00e+00
GPALN_002057-T1	GPLIN_000575200	221	199	88	97	194	100.000	397	1.95e-143
GPALN_002059-T1	GPLIN_000575500	181	195	100	99	194	93.299	363	1.28e-130
GPALN_002060-T1	GPLIN_000575600	159	174	99	91	158	96.203	312	3.64e-111
GPALN_002061-T1	GPLIN_000575700	431	416	100	99	431	93.735	809	0.00e+00
GPALN_002062-T1	GPLIN_000575800	224	303	94	67	211	94.313	394	1.68e-140
GPALN_002063-T1	GPLIN_000576000	353	354	100	99	353	100.000	733	0.00e+00
GPALN_002066-T1	GPLIN_001317900	306	305	99	99	304	100.000	631	0.00e+00
GPALN_002067-T1	GPLIN_001318000	170	183	92	85	156	100.000	328	2.92e-117
GPALN_002069-T1	GPLIN_001023600	1357	859	64	98	871	94.374	1602	0.00e+00
GPALN_002078-T1	GPLIN_000722800	301	302	100	99	301	100.000	602	0.00e+00
GPALN_002079-T1	GPLIN_000722900	388	347	89	99	346	100.000	702	0.00e+00
GPALN_002083-T1	GPLIN_000723300	606	692	95	84	578	99.308	1169	0.00e+00
GPALN_002087-T1	GPLIN_000723500	205	196	100	99	205	95.122	392	9.51e-142
GPALN_002093-T1	GPLIN_000650300	182	321	100	57	182	98.901	381	5.88e-136
GPALN_002095-T1	GPLIN_000724200	377	201	51	97	194	99.485	394	1.72e-139
GPALN_002098-T1	GPLIN_000724000	146	124	53	63	78	97.436	128	1.99e-39
GPALN_002102-T1	GPLIN_000723700	547	730	96	71	525	97.143	1039	0.00e+00
GPALN_002105-T1	GPLIN_000723600	319	309	91	94	291	97.938	593	0.00e+00
GPALN_002108-T1	GPLIN_000924900	181	141	71	91	128	100.000	275	1.26e-96
GPALN_002110-T1	GPLIN_000660400	326	250	66	86	214	99.065	439	1.15e-157
GPALN_002111-T1	GPLIN_000660200	307	336	100	99	335	90.149	607	0.00e+00
GPALN_002112-T1	GPLIN_001147000	580	803	83	60	479	97.912	964	0.00e+00
GPALN_002115-T1	GPLIN_000128900	180	177	100	99	180	97.222	360	9.35e-130
GPALN_002119-T1	GPLIN_001464100	777	560	72	99	557	99.282	1157	0.00e+00
GPALN_002125-T1	GPLIN_000737600	153	154	100	99	153	100.000	313	2.83e-112
GPALN_002128-T1	GPLIN_001348200	346	211	62	95	215	93.488	400	3.05e-142
GPALN_002129-T1	GPLIN_001348100	1120	1159	97	99	1159	87.058	2015	0.00e+00
GPALN_002130-T1	GPLIN_001347900	290	194	53	79	154	98.052	316	2.18e-110
GPALN_002132-T1	GPLIN_000280800	171	172	100	99	171	98.830	337	5.28e-121
GPALN_002133-T1	GPLIN_000280700	621	550	62	80	438	86.073	770	0.00e+00
GPALN_002143-T1	GPLIN_000210300	129	112	67	78	87	96.552	182	3.02e-61
GPALN_002144-T1	GPLIN_000210400	564	393	68	98	385	96.104	771	0.00e+00
GPALN_002150-T1	GPLIN_000869800	148	144	100	99	148	96.622	292	5.95e-104
GPALN_002151-T1	GPLIN_000870000	163	164	100	99	163	99.387	332	3.37e-119
GPALN_002152-T1	GPLIN_000870200	415	295	64	91	270	90.741	473	9.88e-169
GPALN_002153-T1	GPLIN_001344200	341	323	85	85	290	92.414	550	0.00e+00
GPALN_002155-T1	GPLIN_000804400	1414	1549	70	62	988	96.761	1976	0.00e+00
GPALN_002156-T1	GPLIN_000804300	226	206	91	99	205	100.000	429	4.53e-156
GPALN_002157-T1	GPLIN_000804200	178	179	100	99	178	100.000	365	9.94e-132
GPALN_002158-T1	GPLIN_000804100	311	312	100	99	311	100.000	637	0.00e+00
GPALN_002159-T1	GPLIN_000804000	345	184	50	94	173	98.844	357	5.89e-126
GPALN_002162-T1	GPLIN_001263600	487	530	100	92	487	100.000	979	0.00e+00
GPALN_002163-T1	GPLIN_001263700	211	241	87	76	184	98.913	360	2.92e-128
GPALN_002166-T1	GPLIN_000184700	161	181	78	68	126	88.889	138	2.00e-43
GPALN_002167-T1	GPLIN_000184800	217	341	98	62	212	97.642	423	1.11e-151
GPALN_002168-T1	GPLIN_001043600	84	133	100	65	86	96.512	161	1.28e-53
GPALN_002171-T1	GPLIN_000184900	218	219	100	99	218	97.706	442	7.15e-161
GPALN_002172-T1	GPLIN_000185000	74	75	100	99	74	100.000	150	2.89e-50
GPALN_002173-T1	GPLIN_000185100	286	287	100	99	286	100.000	551	0.00e+00
GPALN_002174-T1	GPLIN_001263800	166	165	100	99	166	97.590	306	7.50e-109
GPALN_002179-T1	GPLIN_000185400	181	182	100	99	181	100.000	332	1.28e-118
GPALN_002182-T1	GPLIN_000185800	244	228	100	99	245	91.020	446	7.20e-162
GPALN_002183-T1	GPLIN_000930800	1039	1013	51	52	529	97.164	1053	0.00e+00
GPALN_002192-T1	GPLIN_000056300	372	399	89	72	333	77.177	512	0.00e+00
GPALN_002193-T1	GPLIN_000185600	113	87	76	99	86	98.837	156	1.17e-51
GPALN_002194-T1	GPLIN_000056400	119	121	100	99	120	97.500	201	1.15e-68
GPALN_002195-T1	GPLIN_000056500	254	445	100	62	274	87.591	436	1.22e-154
GPALN_002197-T1	GPLIN_000056600	545	679	97	78	530	99.811	1100	0.00e+00
GPALN_002201-T1	GPLIN_001166400	146	146	100	99	146	99.315	248	1.55e-86
GPALN_002204-T1	GPLIN_001166600	511	568	100	99	567	84.656	974	0.00e+00
GPALN_002207-T1	GPLIN_001218400	222	223	100	99	222	96.396	440	3.36e-160
GPALN_002218-T1	GPLIN_000913800	146	147	100	99	146	97.260	285	2.20e-101
GPALN_002219-T1	GPLIN_000913700	187	150	80	99	149	99.329	301	1.09e-106
GPALN_002220-T1	GPLIN_000913600	91	92	100	99	91	100.000	185	2.96e-63
GPALN_002225-T1	GPLIN_000568800	414	338	79	97	329	99.696	681	0.00e+00
GPALN_002226-T1	GPLIN_000979900	257	279	65	60	167	98.802	347	7.17e-122
GPALN_002246-T1	GPLIN_001452500	82	83	100	99	82	100.000	165	1.36e-55
GPALN_002259-T1	GPLIN_000188300	322	172	53	99	171	100.000	339	2.28e-119
GPALN_002267-T1	GPLIN_001253300	342	319	100	99	342	90.351	635	0.00e+00
GPALN_002268-T1	GPLIN_001253200	128	122	64	77	94	84.043	156	5.29e-51
GPALN_002283-T1	GPLIN_000197100	253	240	99	88	252	81.349	408	9.43e-147
GPALN_002298-T1	GPLIN_001057500	437	285	62	99	284	94.014	524	0.00e+00
GPALN_002300-T1	GPLIN_001178500	550	457	63	76	350	93.143	671	0.00e+00
GPALN_002301-T1	GPLIN_000382100	318	209	65	99	208	100.000	404	3.16e-144
GPALN_002309-T1	GPLIN_001423900	220	403	93	51	205	99.024	414	6.54e-147
GPALN_002311-T1	GPLIN_001442400	147	134	86	94	126	100.000	259	2.97e-91
GPALN_002312-T1	GPLIN_000349100	236	265	96	86	226	94.248	421	1.60e-151
GPALN_002316-T1	GPLIN_000348500	210	205	95	94	199	92.965	375	1.02e-134
GPALN_002321-T1	GPLIN_000715900	75	89	73	62	55	85.455	97.8	4.63e-29
GPALN_002323-T1	GPLIN_001189400	723	690	100	99	723	94.467	1393	0.00e+00
GPALN_002329-T1	GPLIN_001433600	340	163	55	100	186	84.946	307	2.09e-106
GPALN_002338-T1	GPLIN_000964400	214	273	98	74	209	95.694	401	3.90e-144
GPALN_002340-T1	GPLIN_000455800	294	259	88	99	258	100.000	538	0.00e+00
GPALN_002341-T1	GPLIN_000455900	1377	914	67	99	927	98.166	1894	0.00e+00
GPALN_002343-T1	GPLIN_000680200	117	118	100	99	117	100.000	234	3.29e-82
GPALN_002344-T1	GPLIN_000680100	855	803	100	99	858	87.529	1498	0.00e+00
GPALN_002345-T1	GPLIN_000680000	158	159	100	99	158	100.000	328	5.37e-118
GPALN_002347-T1	GPLIN_000679700	503	428	59	70	299	99.331	624	0.00e+00
GPALN_002348-T1	GPLIN_000679600	453	484	99	88	452	94.469	874	0.00e+00
GPALN_002349-T1	GPLIN_000679500	277	262	100	99	277	94.224	534	0.00e+00
GPALN_002350-T1	GPLIN_000679400	455	456	100	99	455	100.000	947	0.00e+00
GPALN_002355-T1	GPLIN_000870600	308	344	85	76	262	89.695	474	5.24e-170
GPALN_002357-T1	GPLIN_000870800	344	606	100	57	344	100.000	668	0.00e+00
GPALN_002362-T1	GPLIN_000871200	641	666	86	79	550	95.091	1053	0.00e+00
GPALN_002363-T1	GPLIN_000871300	401	402	100	99	401	99.751	827	0.00e+00
GPALN_002364-T1	GPLIN_000871400	308	322	97	93	299	98.662	610	0.00e+00
GPALN_002365-T1	GPLIN_000871500	599	856	88	62	530	99.811	1103	0.00e+00
GPALN_002368-T1	GPLIN_000871600	952	758	78	99	757	97.490	1506	0.00e+00
GPALN_002372-T1	GPLIN_000448500	435	441	100	99	440	97.500	888	0.00e+00
GPALN_002374-T1	GPLIN_000448300	679	726	73	66	516	86.434	654	0.00e+00
GPALN_002377-T1	GPLIN_000932600	765	1105	79	55	611	98.363	1261	0.00e+00
GPALN_002379-T1	GPLIN_000932700	268	269	100	99	268	98.881	553	0.00e+00
GPALN_002380-T1	GPLIN_000932800	108	120	99	98	118	90.678	216	4.87e-75
GPALN_002384-T1	GPLIN_000933000	269	270	100	99	269	100.000	551	0.00e+00
GPALN_002385-T1	GPLIN_001530100	251	252	100	99	251	99.602	515	0.00e+00
GPALN_002388-T1	GPLIN_000933300	418	373	89	99	372	99.731	752	0.00e+00
GPALN_002389-T1	GPLIN_000289600	797	461	55	95	440	100.000	908	0.00e+00
GPALN_002390-T1	GPLIN_000289700	297	264	89	99	263	100.000	538	0.00e+00
GPALN_002391-T1	GPLIN_000289800	349	328	100	99	349	93.696	659	0.00e+00
GPALN_002392-T1	GPLIN_000289900	276	277	100	99	276	100.000	569	0.00e+00
GPALN_002396-T1	GPLIN_000290100	448	430	100	99	448	95.536	884	0.00e+00
GPALN_002397-T1	GPLIN_000290200	513	526	100	99	525	96.762	1057	0.00e+00
GPALN_002402-T1	GPLIN_000916900	320	322	100	99	321	99.377	660	0.00e+00
GPALN_002406-T1	GPLIN_000921200	353	395	98	85	345	89.855	581	0.00e+00
GPALN_002414-T1	GPLIN_000289000	345	346	100	99	345	100.000	711	0.00e+00
GPALN_002417-T1	GPLIN_000455600	678	547	85	99	584	89.555	1076	0.00e+00
GPALN_002422-T1	GPLIN_000455400	1075	638	62	99	664	91.416	1244	0.00e+00
GPALN_002423-T1	GPLIN_000263400	474	461	100	99	474	97.046	952	0.00e+00
GPALN_002425-T1	GPLIN_000263600	278	279	100	99	278	100.000	583	0.00e+00
GPALN_002426-T1	GPLIN_000263700	1373	958	71	98	984	86.484	1708	0.00e+00
GPALN_002428-T1	GPLIN_000263800	324	417	92	65	298	91.611	546	0.00e+00
GPALN_002429-T1	GPLIN_000264000	394	384	100	99	394	95.685	756	0.00e+00
GPALN_002430-T1	GPLIN_000264100	245	243	100	99	245	97.959	486	1.24e-177
GPALN_002431-T1	GPLIN_000264200	404	405	100	99	404	100.000	835	0.00e+00
GPALN_002433-T2	GPLIN_000264400	312	291	100	99	312	91.667	572	0.00e+00
GPALN_002434-T1	GPLIN_000264600	172	179	100	96	172	100.000	360	8.25e-130
GPALN_002435-T1	GPLIN_000264700	410	319	72	92	295	96.949	601	0.00e+00
GPALN_002437-T1	GPLIN_001196400	447	440	100	99	447	98.210	899	0.00e+00
GPALN_002442-T1	GPLIN_001196300	682	539	80	99	550	92.000	989	0.00e+00
GPALN_002445-T1	GPLIN_001073200	291	193	62	90	180	95.556	354	1.97e-125
GPALN_002447-T1	GPLIN_001196600	775	486	59	99	482	95.228	935	0.00e+00
GPALN_002448-T1	GPLIN_001196700	374	356	100	99	374	94.652	734	0.00e+00
GPALN_002449-T1	GPLIN_001196800	265	323	100	72	265	87.925	461	4.74e-166
GPALN_002452-T1	GPLIN_001197000	490	491	100	99	490	99.796	996	0.00e+00
GPALN_002453-T1	GPLIN_000679100	338	291	84	98	285	99.298	588	0.00e+00
GPALN_002454-T1	GPLIN_000679000	587	645	100	83	588	88.776	1030	0.00e+00
GPALN_002459-T1	GPLIN_001472900	544	624	60	52	324	100.000	663	0.00e+00
GPALN_002461-T1	GPLIN_000714500	308	310	100	99	309	99.676	643	0.00e+00
GPALN_002462-T1	GPLIN_000714400	495	470	84	89	417	99.760	863	0.00e+00
GPALN_002463-T1	GPLIN_000714300	379	341	100	99	379	86.280	641	0.00e+00
GPALN_002465-T1	GPLIN_000714200	330	278	100	99	330	81.818	469	1.06e-168
GPALN_002466-T1	GPLIN_000714100	1052	644	60	98	631	100.000	1294	0.00e+00
GPALN_002471-T1	GPLIN_000713700	80	81	100	99	80	100.000	162	8.24e-55
GPALN_002473-T1	GPLIN_000266500	190	191	100	99	190	100.000	382	5.65e-138
GPALN_002474-T1	GPLIN_000266400	397	398	100	99	397	99.496	775	0.00e+00
GPALN_002475-T1	GPLIN_000266300	458	507	100	99	510	85.490	856	0.00e+00
GPALN_002476-T1	GPLIN_000266200	311	295	98	95	306	89.869	545	0.00e+00
GPALN_002477-T1	GPLIN_000266100	183	184	100	99	183	100.000	372	3.19e-134
GPALN_002478-T1	GPLIN_000266000	103	104	100	99	103	100.000	216	2.02e-75
GPALN_002479-T1	GPLIN_000265900	542	543	100	99	542	100.000	1126	0.00e+00
GPALN_002480-T1	GPLIN_000265800	1449	848	65	99	943	85.048	1593	0.00e+00
GPALN_002481-T1	GPLIN_001429100	914	436	54	99	492	81.504	792	0.00e+00
GPALN_002483-T1	GPLIN_000265500	1950	1916	74	73	1440	96.597	2511	0.00e+00
GPALN_002484-T1	GPLIN_000265400	836	425	58	99	485	86.598	808	0.00e+00
GPALN_002488-T1	GPLIN_000006900	218	215	100	99	218	98.165	435	2.58e-158
GPALN_002491-T1	GPLIN_001202500	456	302	66	99	301	99.336	630	0.00e+00
GPALN_002493-T1	GPLIN_001202900	117	211	97	54	113	98.230	195	2.61e-65
GPALN_002494-T1	GPLIN_001203000	102	84	100	99	102	79.412	156	8.21e-52
GPALN_002495-T1	GPLIN_001203100	94	94	100	99	94	98.936	173	1.26e-58
GPALN_002496-T1	GPLIN_001203200	1102	1853	98	59	1096	97.993	2215	0.00e+00
GPALN_002497-T1	GPLIN_001468700	533	354	68	99	381	85.039	648	0.00e+00
GPALN_002499-T1	GPLIN_001203300	1214	1197	91	92	1103	99.275	2288	0.00e+00
GPALN_002500-T1	GPLIN_001203400	178	179	100	99	178	100.000	369	1.75e-133
GPALN_002501-T1	GPLIN_001203500	313	293	87	93	272	100.000	551	0.00e+00
GPALN_002502-T1	GPLIN_001203600	325	312	100	99	325	95.692	624	0.00e+00
GPALN_002503-T1	GPLIN_001203800	774	419	51	97	407	97.052	810	0.00e+00
GPALN_002505-T1	GPLIN_000049800	364	352	96	99	351	100.000	717	0.00e+00
GPALN_002509-T1	GPLIN_000027500	101	85	83	99	84	100.000	169	3.48e-57
GPALN_002513-T1	GPLIN_000027300	273	288	93	99	287	87.805	508	0.00e+00
GPALN_002517-T1	GPLIN_000026800	282	285	100	99	284	98.592	556	0.00e+00
GPALN_002520-T1	GPLIN_000204000	493	573	74	63	364	93.407	693	0.00e+00
GPALN_002525-T1	GPLIN_000026200	926	922	99	99	924	99.675	1907	0.00e+00
GPALN_002526-T1	GPLIN_000026100	123	106	50	58	61	75.410	95.5	2.47e-27
GPALN_002527-T1	GPLIN_000026000	109	110	100	99	109	100.000	216	7.09e-75
GPALN_002529-T1	GPLIN_000025800	310	325	100	99	338	79.290	495	9.99e-179
GPALN_002530-T1	GPLIN_000025700	423	330	78	98	328	98.171	659	0.00e+00
GPALN_002531-T1	GPLIN_000025600	382	312	96	99	368	79.891	570	0.00e+00
GPALN_002533-T1	GPLIN_000025200	600	940	93	57	563	91.652	1041	0.00e+00
GPALN_002534-T1	GPLIN_000025100	140	141	100	99	140	100.000	282	2.90e-100
GPALN_002535-T1	GPLIN_000025000	2248	2272	53	53	1198	99.750	2493	0.00e+00
GPALN_002537-T1	GPLIN_000024900	140	141	100	99	140	100.000	293	2.09e-104
GPALN_002538-T1	GPLIN_000024800	657	637	100	99	657	96.804	1300	0.00e+00
GPALN_002539-T1	GPLIN_000024700	148	149	100	99	148	99.324	307	8.68e-110
GPALN_002540-T1	GPLIN_000024600	381	380	99	96	379	95.778	743	0.00e+00
GPALN_002541-T1	GPLIN_000024500	235	236	100	99	235	100.000	474	6.46e-173
GPALN_002542-T1	GPLIN_001485700	525	448	74	85	388	88.918	699	0.00e+00
GPALN_002543-T1	GPLIN_000024200	741	421	61	99	454	92.291	850	0.00e+00
GPALN_002544-T1	GPLIN_000024100	120	105	100	99	120	86.667	205	1.13e-70
GPALN_002545-T1	GPLIN_000024000	478	494	81	77	386	98.187	767	0.00e+00
GPALN_002549-T1	GPLIN_000023600	605	322	57	99	345	92.754	655	0.00e+00
GPALN_002553-T1	GPLIN_000023400	260	237	80	88	209	99.043	430	3.91e-155
GPALN_002559-T1	GPLIN_001315000	818	794	81	83	676	94.822	1301	0.00e+00
GPALN_002562-T1	GPLIN_001315300	145	160	100	99	159	91.195	291	1.17e-103
GPALN_002563-T1	GPLIN_001432400	4046	2060	53	100	2144	95.522	4234	0.00e+00
GPALN_002579-T1	GPLIN_000201200	601	327	54	99	326	98.466	661	0.00e+00
GPALN_002580-T1	GPLIN_000201300	936	768	70	88	706	84.136	1179	0.00e+00
GPALN_002581-T1	GPLIN_000554000	191	194	100	99	193	95.337	373	1.26e-134
GPALN_002582-T1	GPLIN_000553700	79	80	100	99	79	100.000	166	2.44e-56
GPALN_002583-T1	GPLIN_000553500	428	533	100	71	428	86.449	749	0.00e+00
GPALN_002584-T1	GPLIN_000553400	773	590	74	99	582	97.079	1174	0.00e+00
GPALN_002586-T1	GPLIN_000553300	416	387	100	99	416	90.385	724	0.00e+00
GPALN_002587-T1	GPLIN_000553200	292	200	75	87	220	78.182	333	3.57e-117
GPALN_002588-T1	GPLIN_000553000	299	457	78	51	233	96.567	476	2.23e-169
GPALN_002589-T1	GPLIN_000552900	410	408	100	99	410	99.024	831	0.00e+00
GPALN_002590-T1	GPLIN_000552600	1773	1115	69	99	1226	87.439	2138	0.00e+00
GPALN_002591-T1	GPLIN_000552500	500	443	90	97	451	89.579	799	0.00e+00
GPALN_002592-T1	GPLIN_000552400	611	716	99	79	626	80.990	900	0.00e+00
GPALN_002594-T1	GPLIN_000552300	290	393	100	74	290	99.655	600	0.00e+00
GPALN_002595-T1	GPLIN_000552200	131	134	92	90	121	95.041	237	9.70e-83
GPALN_002596-T1	GPLIN_000552100	508	408	79	99	403	99.752	840	0.00e+00
GPALN_002598-T1	GPLIN_000552000	75	95	69	55	52	86.538	98.6	2.55e-29
GPALN_002599-T1	GPLIN_000551900	157	138	87	99	137	100.000	275	2.34e-97
GPALN_002600-T1	GPLIN_000551800	464	465	100	99	464	100.000	963	0.00e+00
GPALN_002601-T1	GPLIN_000551700	78	81	100	96	78	100.000	161	3.30e-54
GPALN_002602-T1	GPLIN_000551600	423	396	100	99	423	93.144	811	0.00e+00
GPALN_002603-T1	GPLIN_000551500	581	548	82	87	479	99.374	991	0.00e+00
GPALN_002604-T1	GPLIN_000551400	442	514	81	69	362	96.133	720	0.00e+00
GPALN_002608-T1	GPLIN_000550800	1445	1271	96	99	1382	91.606	2574	0.00e+00
GPALN_002610-T1	GPLIN_000550600	265	279	54	52	144	96.528	283	1.61e-96
GPALN_002613-T1	GPLIN_001342900	769	700	95	99	727	91.334	1338	0.00e+00
GPALN_002615-T1	GPLIN_001251000	606	672	88	76	533	95.497	1046	0.00e+00
GPALN_002616-T1	GPLIN_001037300	492	489	98	99	482	98.963	995	0.00e+00
GPALN_002620-T1	GPLIN_001037500	203	162	76	96	155	100.000	325	1.29e-115
GPALN_002621-T1	GPLIN_001037600	223	224	100	99	223	100.000	470	8.74e-172
GPALN_002622-T1	GPLIN_001251500	135	136	100	99	135	100.000	271	5.96e-96
GPALN_002623-T1	GPLIN_001037800	1579	1455	82	90	1332	94.745	2574	0.00e+00
GPALN_002627-T1	GPLIN_001038100	1493	1541	81	78	1211	97.688	2441	0.00e+00
GPALN_002629-T1	GPLIN_000162800	1950	1107	63	97	1221	81.982	1943	0.00e+00
GPALN_002630-T1	GPLIN_001038300	457	398	88	98	404	95.792	794	0.00e+00
GPALN_002631-T1	GPLIN_000163100	590	485	89	99	523	92.352	982	0.00e+00
GPALN_002632-T1	GPLIN_001038500	895	896	100	99	895	100.000	1870	0.00e+00
GPALN_002633-T1	GPLIN_000163300	505	431	100	99	505	82.574	803	0.00e+00
GPALN_002634-T1	GPLIN_000163400	298	300	100	99	299	98.997	608	0.00e+00
GPALN_002635-T1	GPLIN_000163500	243	244	100	99	243	99.177	495	0.00e+00
GPALN_002636-T1	GPLIN_000163600	214	215	97	96	207	97.585	419	7.73e-152
GPALN_002637-T1	GPLIN_000163700	493	505	92	90	456	99.342	929	0.00e+00
GPALN_002639-T1	GPLIN_000163900	827	870	97	89	804	92.662	1509	0.00e+00
GPALN_002640-T1	GPLIN_000164000	325	441	98	56	293	72.072	385	7.58e-136
GPALN_002642-T1	GPLIN_000164300	363	364	100	99	363	98.623	731	0.00e+00
GPALN_002644-T1	GPLIN_000164500	221	208	75	80	166	99.398	339	2.70e-120
GPALN_002646-T1	GPLIN_000164700	234	228	95	81	223	79.372	336	1.27e-118
GPALN_002647-T1	GPLIN_000164800	571	571	89	87	521	92.898	959	0.00e+00
GPALN_002649-T1	GPLIN_000164900	381	573	99	62	379	91.821	712	0.00e+00
GPALN_002652-T1	GPLIN_000165200	382	238	68	99	260	90.769	440	3.84e-157
GPALN_002653-T1	GPLIN_000165300	427	428	100	99	427	99.532	862	0.00e+00
GPALN_002654-T1	GPLIN_000165400	645	662	100	99	679	91.753	1277	0.00e+00
GPALN_002655-T1	GPLIN_001347700	304	300	100	99	304	98.026	595	0.00e+00
GPALN_002657-T1	GPLIN_000662100	1653	1255	81	99	1333	91.448	2468	0.00e+00
GPALN_002658-T1	GPLIN_000662000	546	514	100	99	546	92.491	1023	0.00e+00
GPALN_002659-T1	GPLIN_000661900	477	476	100	99	477	99.371	965	0.00e+00
GPALN_002662-T1	GPLIN_000661500	688	653	92	99	655	94.351	1243	0.00e+00
GPALN_002663-T1	GPLIN_000661400	1426	1397	92	90	1323	89.267	2302	0.00e+00
GPALN_002664-T1	GPLIN_000661300	1119	1225	99	91	1117	98.747	2279	0.00e+00
GPALN_002667-T1	GPLIN_000661100	293	289	100	99	293	95.222	573	0.00e+00
GPALN_002668-T1	GPLIN_000661000	1689	1691	73	72	1226	96.982	2452	0.00e+00
GPALN_002669-T1	GPLIN_000660900	703	699	100	99	717	94.700	1377	0.00e+00
GPALN_002672-T1	GPLIN_000660800	368	305	82	98	300	98.667	617	0.00e+00
GPALN_002673-T1	GPLIN_000660500	1920	1323	73	99	1422	80.829	2276	0.00e+00
GPALN_002677-T1	GPLIN_001413100	308	286	99	99	307	86.971	545	0.00e+00
GPALN_002682-T1	GPLIN_000960700	688	669	91	99	678	88.938	1083	0.00e+00
GPALN_002683-T1	GPLIN_000960600	453	361	85	99	386	93.005	727	0.00e+00
GPALN_002687-T1	GPLIN_000960000	313	265	100	99	313	79.553	490	1.40e-177
GPALN_002689-T1	GPLIN_000959900	540	439	81	99	443	90.745	791	0.00e+00
GPALN_002690-T1	GPLIN_000959800	109	174	100	66	115	89.565	183	1.01e-69
GPALN_002691-T1	GPLIN_000959700	1076	1075	59	65	725	83.172	1178	0.00e+00
GPALN_002693-T1	GPLIN_000959300	453	221	52	99	237	91.139	442	7.06e-157
GPALN_002698-T1	GPLIN_000931500	220	169	76	99	168	100.000	347	2.59e-124
GPALN_002702-T1	GPLIN_001144400	326	318	100	99	326	92.638	578	0.00e+00
GPALN_002703-T1	GPLIN_001144600	377	547	93	65	358	92.458	677	0.00e+00
GPALN_002705-T1	GPLIN_001388800	547	505	98	99	542	83.764	886	0.00e+00
GPALN_002707-T1	GPLIN_001389000	841	906	100	92	854	95.082	1639	0.00e+00
GPALN_002708-T1	GPLIN_001389100	376	358	98	96	370	89.730	657	0.00e+00
GPALN_002709-T1	GPLIN_001389200	203	204	100	99	203	99.015	416	5.70e-151
GPALN_002710-T1	GPLIN_000177400	276	259	100	99	276	93.116	499	0.00e+00
GPALN_002712-T1	GPLIN_000177600	727	1138	95	57	691	92.764	1320	0.00e+00
GPALN_002719-T1	GPLIN_000129400	354	349	100	99	354	97.740	699	0.00e+00
GPALN_002720-T2	GPLIN_000844100	503	407	81	99	406	100.000	852	0.00e+00
GPALN_002722-T1	GPLIN_000129500	357	286	100	99	357	73.109	494	3.95e-178
GPALN_002724-T1	GPLIN_000129900	129	114	100	99	129	86.822	218	1.30e-75
GPALN_002726-T1	GPLIN_000844200	189	92	67	99	127	70.866	170	8.45e-56
GPALN_002727-T1	GPLIN_000130000	543	512	92	99	514	96.498	1010	0.00e+00
GPALN_002728-T1	GPLIN_000844400	393	434	94	87	383	95.039	726	0.00e+00
GPALN_002729-T1	GPLIN_000844700	918	799	82	94	754	95.756	1450	0.00e+00
GPALN_002730-T1	GPLIN_000844800	180	195	59	54	106	100.000	223	3.52e-75
GPALN_002731-T1	GPLIN_001369600	939	738	77	99	737	97.829	1475	0.00e+00
GPALN_002732-T1	GPLIN_001369500	506	421	65	99	329	80.237	613	0.00e+00
GPALN_002733-T1	GPLIN_001369400	1096	891	83	98	915	94.098	1753	0.00e+00
GPALN_002734-T1	GPLIN_001369300	552	478	91	99	503	93.638	956	0.00e+00
GPALN_002735-T1	GPLIN_001369200	269	308	97	88	270	95.926	527	0.00e+00
GPALN_002740-T1	GPLIN_000845000	416	615	97	62	383	94.608	768	0.00e+00
GPALN_002744-T1	GPLIN_000468800	776	867	97	86	752	97.872	1469	0.00e+00
GPALN_002745-T1	GPLIN_000468900	451	449	100	99	451	97.118	899	0.00e+00
GPALN_002746-T1	GPLIN_000469000	356	448	96	76	340	99.706	690	0.00e+00
GPALN_002747-T1	GPLIN_000469100	655	590	95	98	622	91.479	1154	0.00e+00
GPALN_002748-T1	GPLIN_000469200	481	481	100	99	481	99.792	984	0.00e+00
