#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore	evalue
GPALN_011869-T1	GLOROS_010182	535	297	55	98	290	92.759	557	0.00e+00
GPALN_006157-T1	GLOROS_008339	800	772	96	98	780	89.744	1403	0.00e+00
GPALN_009347-T1	GLOROS_003857	1857	892	52	100	971	84.702	1590	0.00e+00
GPALN_010028-T1	GLOROS_006921	892	638	67	94	608	92.763	1078	0.00e+00
GPALN_005807-T1	GLOROS_000166	156	156	100	100	156	98.718	313	3.54e-112
GPALN_001650-T1	GLOROS_004729	539	568	100	100	568	92.782	1065	0.00e+00
GPALN_000031-T1	GLOROS_001859	282	334	100	99	329	85.106	490	5.27e-177
GPALN_007680-T1	GLOROS_016127	305	278	91	100	278	98.201	580	0.00e+00
GPALN_009189-T1	GLOROS_013322	707	672	100	100	707	88.967	1205	0.00e+00
GPALN_014922-T1	GLOROS_001793	307	307	100	100	307	100.000	639	0.00e+00
GPALN_006459-T1	GLOROS_008746	335	378	85	75	285	96.491	565	0.00e+00
GPALN_000228-T1	GLOROS_002119	194	194	100	100	194	98.454	383	2.49e-138
GPALN_012661-T1	GLOROS_011328	762	498	60	92	456	95.833	901	0.00e+00
GPALN_012817-T1	GLOROS_000914	180	122	81	100	148	72.297	199	7.50e-67
GPALN_010134-T1	GLOROS_009985	162	152	88	93	143	87.413	259	1.80e-90
GPALN_005442-T1	GLOROS_007268	576	532	92	100	532	98.308	1076	0.00e+00
GPALN_005848-T1	GLOROS_005648	420	384	92	100	388	85.052	686	0.00e+00
GPALN_013254-T1	GLOROS_005514	351	301	86	100	301	96.013	594	0.00e+00
GPALN_000788-T1	GLOROS_002801	727	672	100	100	727	84.457	1186	0.00e+00
GPALN_001943-T1	GLOROS_004489	380	274	68	94	258	100.000	530	0.00e+00
GPALN_007853-T1	GLOROS_009471	871	792	88	94	770	85.974	1223	0.00e+00
GPALN_009092-T1	GLOROS_013201	176	176	100	100	176	98.864	362	7.14e-131
GPALN_006487-T1	GLOROS_008789	673	366	54	99	365	97.260	736	0.00e+00
GPALN_009903-T1	GLOROS_005967	206	206	100	100	206	94.175	412	1.41e-149
GPALN_007828-T1	GLOROS_009493	308	310	84	100	311	81.029	464	1.18e-169
GPALN_007275-T1	GLOROS_000415	456	456	100	100	456	98.465	933	0.00e+00
GPALN_008321-T1	GLOROS_012453	182	181	100	100	183	85.792	288	1.03e-101
GPALN_006438-T1	GLOROS_008722	667	477	75	100	501	93.613	962	0.00e+00
GPALN_012903-T1	GLOROS_000797	132	166	99	79	131	93.130	253	1.01e-88
GPALN_005324-T1	GLOROS_007117	453	532	100	100	535	78.318	769	0.00e+00
GPALN_005209-T1	GLOROS_006967	225	192	92	100	207	86.473	369	3.63e-132
GPALN_001746-T1	GLOROS_015425	326	239	71	97	233	92.704	424	1.24e-151
GPALN_002087-T1	GLOROS_003509	205	205	100	100	205	95.610	408	5.95e-148
GPALN_000201-T1	GLOROS_002081	1151	996	77	94	958	85.177	1201	0.00e+00
GPALN_003714-T1	GLOROS_007403	444	401	89	95	395	90.886	689	0.00e+00
GPALN_002892-T1	GLOROS_006750	318	301	95	100	302	94.702	581	0.00e+00
GPALN_000736-T1	GLOROS_002731	289	288	100	100	291	85.911	434	1.93e-155
GPALN_005287-T1	GLOROS_007065	731	454	52	96	435	83.448	722	0.00e+00
GPALN_000624-T1	GLOROS_002591	525	539	98	99	541	80.591	856	0.00e+00
GPALN_008668-T1	GLOROS_010511	704	545	63	85	468	87.179	765	0.00e+00
GPALN_005439-T1	GLOROS_007264	137	125	77	86	107	82.243	153	1.68e-49
GPALN_000557-T1	GLOROS_002553	276	276	100	100	276	97.826	563	0.00e+00
GPALN_011133-T1	GLOROS_008093	1169	1068	91	98	1061	97.926	2154	0.00e+00
GPALN_003729-T1	GLOROS_007372	863	499	58	100	499	97.595	1015	0.00e+00
GPALN_016140-T1	GLOROS_015738	353	271	56	73	198	83.838	338	4.69e-117
GPALN_015432-T1	GLOROS_009192	577	323	56	100	323	92.570	626	0.00e+00
GPALN_000488-T1	GLOROS_002441	598	329	58	96	345	84.928	548	0.00e+00
GPALN_012586-T1	GLOROS_011442	158	158	100	100	158	99.367	316	4.90e-113
GPALN_002992-T1	GLOROS_018282	448	359	80	100	361	90.028	596	0.00e+00
GPALN_015774-T1	GLOROS_003622	765	741	100	100	765	89.687	1384	0.00e+00
GPALN_000115-T1	GLOROS_001905	567	391	67	98	383	96.084	764	0.00e+00
GPALN_003674-T1	GLOROS_007451	262	169	50	78	132	93.939	199	4.34e-65
GPALN_000852-T1	GLOROS_002872	476	393	73	98	387	84.496	649	0.00e+00
GPALN_013719-T1	GLOROS_015282	346	304	85	100	304	85.855	526	0.00e+00
GPALN_015031-T1	GLOROS_016360	1267	1274	99	98	1250	97.520	2540	0.00e+00
GPALN_012511-T1	GLOROS_011531	486	521	95	88	457	95.699	885	0.00e+00
GPALN_005231-T1	GLOROS_006998	400	294	72	91	269	92.683	538	0.00e+00
GPALN_015529-T1	GLOROS_009063	597	441	74	100	441	95.692	848	0.00e+00
GPALN_011919-T1	GLOROS_015724	480	315	72	97	346	76.301	500	1.24e-179
GPALN_008772-T1	GLOROS_010655	361	271	80	100	287	90.244	532	0.00e+00
GPALN_013736-T1	GLOROS_015264	270	205	76	100	205	99.024	424	2.21e-153
GPALN_006465-T1	GLOROS_008753	307	239	51	65	159	70.440	221	1.81e-72
GPALN_008798-T1	GLOROS_010686	447	444	64	60	287	89.547	521	0.00e+00
GPALN_013895-T1	GLOROS_015061	449	403	89	99	401	99.002	815	0.00e+00
GPALN_012516-T1	GLOROS_011526	417	407	99	100	419	87.828	743	0.00e+00
GPALN_010810-T1	GLOROS_017005	157	159	98	98	156	85.897	266	1.73e-93
GPALN_016047-T1	GLOROS_015610	1211	1119	92	99	1119	95.979	2217	0.00e+00
GPALN_000247-T1	GLOROS_002142	397	240	62	100	248	94.355	486	6.62e-175
GPALN_010642-T1	GLOROS_005572	545	285	51	99	283	86.219	479	2.77e-169
GPALN_007510-T1	GLOROS_009936	203	205	99	93	202	74.257	306	6.62e-108
GPALN_005791-T1	GLOROS_000186	424	424	100	100	424	98.113	864	0.00e+00
GPALN_011037-T1	GLOROS_008216	188	188	100	100	188	98.404	393	1.84e-142
GPALN_000999-T1	GLOROS_003073	325	325	99	99	324	94.444	542	0.00e+00
GPALN_015475-T1	GLOROS_005064	404	423	100	100	423	87.179	622	0.00e+00
GPALN_009904-T1	GLOROS_005966	74	75	100	99	74	93.243	118	2.06e-37
GPALN_009056-T1	GLOROS_013153	141	113	69	100	97	92.035	182	2.70e-61
GPALN_007926-T1	GLOROS_009392	385	351	85	98	345	90.435	648	0.00e+00
GPALN_006207-T1	GLOROS_008407	233	163	61	82	144	78.472	217	1.56e-72
GPALN_008698-T1	GLOROS_010561	455	477	97	92	444	92.793	790	0.00e+00
GPALN_012538-T1	GLOROS_011500	562	427	74	97	416	93.510	798	0.00e+00
GPALN_002667-T1	GLOROS_006423	293	346	98	83	286	96.154	579	0.00e+00
GPALN_009865-T1	GLOROS_014815	514	562	100	92	517	74.275	764	0.00e+00
GPALN_012424-T1	GLOROS_011662	271	347	95	71	257	93.774	504	0.00e+00
GPALN_013445-T1	GLOROS_016735	553	559	100	100	559	97.674	1117	0.00e+00
GPALN_004111-T1	GLOROS_011019	311	349	99	89	310	92.258	563	0.00e+00
GPALN_005624-T1	GLOROS_004080	648	592	96	99	622	88.585	1050	0.00e+00
GPALN_002434-T1	GLOROS_006098	172	178	100	97	172	99.419	357	5.19e-129
GPALN_013090-T1	GLOROS_012981	277	281	100	100	281	97.509	542	0.00e+00
GPALN_000037-T1	GLOROS_001869	3014	1980	67	100	2060	90.874	3614	0.00e+00
GPALN_009264-T1	GLOROS_003947	152	152	100	100	152	100.000	303	4.23e-108
GPALN_010200-T1	GLOROS_016893	340	251	73	99	249	95.582	488	9.46e-177
GPALN_002549-T1	GLOROS_008471	605	347	57	100	347	94.524	664	0.00e+00
GPALN_008334-T1	GLOROS_012466	161	161	100	100	161	94.410	181	7.95e-60
GPALN_015470-T1	GLOROS_009139	238	238	95	100	228	84.519	363	3.49e-129
GPALN_011438-T1	GLOROS_001335	1664	1217	71	98	1229	83.845	1919	0.00e+00
GPALN_013882-T1	GLOROS_015077	225	183	82	100	184	96.739	365	4.93e-131
GPALN_009624-T1	GLOROS_005382	247	254	77	75	191	96.335	386	7.23e-138
GPALN_008778-T1	GLOROS_010663	479	303	67	100	322	92.236	619	0.00e+00
GPALN_002577-T1	GLOROS_006302	417	398	100	100	417	92.566	769	0.00e+00
GPALN_006527-T1	GLOROS_008840	640	550	76	88	486	97.737	990	0.00e+00
GPALN_012439-T1	GLOROS_011646	338	339	99	99	338	95.858	674	0.00e+00
GPALN_011286-T1	GLOROS_001144	157	157	100	100	157	98.089	322	1.23e-115
GPALN_006190-T1	GLOROS_008387	434	423	99	97	425	91.059	627	0.00e+00
GPALN_002429-T1	GLOROS_006090	394	328	64	77	254	95.276	462	7.73e-165
GPALN_009090-T1	GLOROS_013199	437	468	100	100	468	91.880	861	0.00e+00
GPALN_015538-T1	GLOROS_009050	437	285	64	100	285	93.684	541	0.00e+00
GPALN_013470-T1	GLOROS_014012	309	308	100	100	309	83.495	522	0.00e+00
GPALN_001130-T1	GLOROS_003273	151	140	93	100	140	95.714	279	6.82e-99
GPALN_006290-T1	GLOROS_008507	660	543	80	100	545	95.046	1040	0.00e+00
GPALN_002687-T1	GLOROS_006454	313	233	60	81	189	96.825	382	1.33e-135
GPALN_005236-T1	GLOROS_007010	121	125	100	100	125	92.000	206	1.04e-70
GPALN_012591-T1	GLOROS_011437	654	462	77	96	501	85.828	824	0.00e+00
GPALN_001207-T1	GLOROS_003432	333	245	69	93	229	73.799	346	7.85e-121
GPALN_015895-T1	GLOROS_009636	389	332	85	100	332	98.494	679	0.00e+00
GPALN_002570-T1	GLOROS_006295	146	146	100	100	146	91.781	272	5.16e-96
GPALN_008854-T1	GLOROS_010758	391	351	72	81	283	92.933	536	0.00e+00
GPALN_000605-T1	GLOROS_002572	82	82	100	100	82	100.000	160	1.11e-53
GPALN_013670-T1	GLOROS_015332	265	229	84	94	222	92.342	402	4.23e-144
GPALN_001679-T1	GLOROS_004686	137	137	100	100	137	88.321	244	2.60e-85
GPALN_000088-T1	GLOROS_001935	133	166	100	80	133	90.977	252	5.40e-88
GPALN_000564-T1	GLOROS_002541	414	366	86	96	355	98.028	702	0.00e+00
GPALN_009380-T1	GLOROS_003810	256	210	63	85	178	84.831	251	4.51e-85
GPALN_001270-T1	GLOROS_017088	325	362	98	88	320	79.688	515	0.00e+00
GPALN_011067-T1	GLOROS_008180	230	230	100	100	230	98.261	467	1.71e-170
GPALN_012734-T1	GLOROS_001011	364	367	91	84	335	74.030	472	5.43e-168
GPALN_008621-T1	GLOROS_010443	131	197	100	66	131	98.473	272	1.55e-95
GPALN_002373-T1	GLOROS_006024	556	554	100	100	556	93.345	1078	0.00e+00
GPALN_005597-T1	GLOROS_004107	323	313	100	100	324	90.741	604	0.00e+00
GPALN_000936-T1	GLOROS_002973	572	554	100	100	572	93.881	1101	0.00e+00
GPALN_016330-T1	GLOROS_012729	112	114	100	100	114	85.965	149	5.93e-55
GPALN_006993-T1	GLOROS_017297	840	643	76	98	659	86.687	1056	0.00e+00
GPALN_012425-T1	GLOROS_011661	355	349	82	87	304	88.487	488	2.42e-179
GPALN_005542-T1	GLOROS_004178	1284	1282	100	100	1319	90.144	2399	0.00e+00
GPALN_013565-T1	GLOROS_004364	614	638	98	95	603	99.337	1257	0.00e+00
GPALN_006365-T1	GLOROS_008627	341	341	100	100	341	94.721	668	0.00e+00
GPALN_014710-T1	GLOROS_014677	1094	1107	100	100	1107	93.225	2137	0.00e+00
GPALN_014838-T1	GLOROS_011858	1267	753	63	100	820	86.585	1191	0.00e+00
GPALN_012598-T1	GLOROS_011428	744	411	55	99	407	97.789	823	0.00e+00
GPALN_006726-T1	GLOROS_017472	193	183	61	63	118	71.186	166	3.11e-53
GPALN_002668-T1	GLOROS_006424	1689	1156	69	99	1179	83.036	1903	0.00e+00
GPALN_007990-T1	GLOROS_009302	489	459	90	93	443	79.684	699	0.00e+00
GPALN_004899-T1	GLOROS_011974	160	131	81	100	141	71.631	189	3.12e-63
GPALN_013680-T1	GLOROS_015322	115	115	100	100	115	98.261	238	1.41e-83
GPALN_014020-T1	GLOROS_010328	154	182	82	73	127	75.188	156	5.52e-51
GPALN_002465-T1	GLOROS_006136	330	306	56	59	185	83.582	293	8.31e-108
GPALN_016085-T1	GLOROS_015653	336	321	96	99	322	91.925	603	0.00e+00
GPALN_001553-T1	GLOROS_004863	1007	598	59	99	595	81.681	828	0.00e+00
GPALN_005655-T1	GLOROS_004042	508	434	76	86	387	92.506	721	0.00e+00
GPALN_006435-T1	GLOROS_008718	204	161	77	98	158	98.101	327	2.26e-116
GPALN_001891-T1	GLOROS_004428	482	457	70	73	335	94.030	630	0.00e+00
GPALN_014422-T1	GLOROS_013986	688	392	52	81	325	90.769	487	5.93e-169
GPALN_000706-T1	GLOROS_002701	151	151	100	100	151	94.040	239	1.58e-84
GPALN_004941-T1	GLOROS_005289	544	435	85	100	463	93.305	884	0.00e+00
GPALN_011201-T1	GLOROS_008000	309	288	93	100	288	98.958	586	0.00e+00
GPALN_009094-T1	GLOROS_013203	239	152	64	100	152	98.684	310	2.63e-109
GPALN_004511-T1	GLOROS_013677	310	284	100	100	311	82.637	346	2.26e-144
GPALN_011630-T1	GLOROS_001592	561	420	70	95	398	89.196	679	0.00e+00
GPALN_001970-T1	GLOROS_004522	159	113	71	100	113	100.000	239	2.98e-83
GPALN_000723-T1	GLOROS_002718	114	114	100	100	114	95.614	212	3.28e-73
GPALN_011059-T1	GLOROS_008188	181	181	100	100	181	98.343	365	5.65e-132
GPALN_011467-T1	GLOROS_001368	186	186	100	100	186	91.398	357	1.38e-128
GPALN_013661-T1	GLOROS_015346	535	507	57	60	305	98.033	443	7.54e-152
GPALN_010846-T1	GLOROS_011110	180	163	89	97	158	86.709	284	5.36e-104
GPALN_014090-T1	GLOROS_000300	89	79	89	100	79	91.139	153	5.66e-51
GPALN_003589-T1	GLOROS_007546	781	747	85	90	697	87.286	1216	0.00e+00
GPALN_005322-T1	GLOROS_007112	372	321	67	78	249	90.361	391	2.25e-139
GPALN_003731-T1	GLOROS_007369	465	468	98	100	486	75.720	656	0.00e+00
GPALN_008902-T1	GLOROS_010833	324	241	79	100	257	84.047	433	3.89e-155
GPALN_008163-T1	GLOROS_005125	212	141	73	91	154	74.675	165	5.85e-53
GPALN_015797-T1	GLOROS_003582	1264	1257	100	100	1266	97.314	2528	0.00e+00
GPALN_009019-T1	GLOROS_013098	129	111	97	99	125	74.400	178	1.10e-59
GPALN_000353-T1	GLOROS_002275	164	101	62	100	101	87.129	191	2.31e-64
GPALN_000082-T1	GLOROS_001924	1482	825	54	99	831	95.307	1632	0.00e+00
GPALN_000102-T1	GLOROS_001949	428	339	59	76	258	82.946	376	1.22e-129
GPALN_008742-T1	GLOROS_010623	550	532	97	100	532	98.120	1071	0.00e+00
GPALN_002771-T1	GLOROS_006574	1149	1116	89	88	1019	92.640	1869	0.00e+00
GPALN_011125-T1	GLOROS_008103	672	574	84	99	570	89.474	1029	0.00e+00
GPALN_008937-T1	GLOROS_010885	1431	672	50	99	715	86.294	1226	0.00e+00
GPALN_012805-T1	GLOROS_000927	526	319	56	97	309	92.557	521	0.00e+00
GPALN_001732-T1	GLOROS_015405	683	629	92	98	629	88.235	1036	0.00e+00
GPALN_009300-T1	GLOROS_003899	339	363	96	89	324	91.667	601	0.00e+00
GPALN_015985-T1	GLOROS_013435	193	104	54	100	104	98.077	216	1.41e-73
GPALN_012577-T1	GLOROS_011453	314	381	81	70	269	90.706	497	1.51e-178
GPALN_016175-T1	GLOROS_006013	498	298	50	83	247	91.498	474	1.01e-167
GPALN_001410-T1	GLOROS_005031	469	296	63	100	296	98.311	615	0.00e+00
GPALN_015036-T1	GLOROS_016366	259	190	73	99	189	95.767	378	2.88e-135
GPALN_002942-T1	GLOROS_006815	255	251	95	90	232	87.550	421	1.93e-151
GPALN_011299-T1	GLOROS_001159	97	97	100	100	97	96.907	191	1.22e-65
GPALN_009593-T1	GLOROS_005416	181	181	100	100	181	98.895	370	7.08e-134
GPALN_008801-T1	GLOROS_010689	532	439	81	95	429	94.872	824	0.00e+00
GPALN_004367-T1	GLOROS_016459	210	210	100	100	210	99.524	441	4.67e-161
GPALN_001809-T1	GLOROS_011791	567	564	100	100	570	97.368	1118	0.00e+00
GPALN_015731-T1	GLOROS_003676	462	404	87	100	404	98.020	814	0.00e+00
GPALN_013062-T1	GLOROS_000607	321	287	88	99	284	95.423	568	0.00e+00
GPALN_000012-T1	GLOROS_001825	936	938	100	97	913	91.596	1632	0.00e+00
GPALN_004101-T1	GLOROS_011030	328	328	100	100	328	100.000	690	0.00e+00
GPALN_002031-T1	GLOROS_004598	218	258	100	81	220	87.727	390	5.71e-140
GPALN_000910-T1	GLOROS_002944	233	235	99	97	232	94.828	385	3.94e-138
GPALN_011414-T1	GLOROS_001293	753	756	94	94	714	94.678	1410	0.00e+00
GPALN_000467-T1	GLOROS_002412	589	508	73	88	448	83.482	706	0.00e+00
GPALN_011350-T1	GLOROS_001217	1763	1064	58	96	1043	92.426	1798	0.00e+00
GPALN_014734-T1	GLOROS_014701	760	994	99	74	749	96.262	1490	0.00e+00
GPALN_002072-T1	GLOROS_003498	456	312	59	85	269	88.104	469	2.12e-166
GPALN_011696-T1	GLOROS_016179	377	369	98	100	371	97.844	745	0.00e+00
GPALN_004975-T1	GLOROS_005242	385	400	100	100	400	80.500	622	0.00e+00
GPALN_004098-T1	GLOROS_011034	303	328	85	79	260	91.154	463	4.23e-166
GPALN_006671-T1	GLOROS_005817	335	277	67	81	226	85.022	397	3.62e-143
GPALN_013718-T1	GLOROS_015283	312	246	79	98	241	91.870	418	2.65e-154
GPALN_003401-T1	GLOROS_007784	97	97	100	100	97	94.845	194	1.06e-66
GPALN_008823-T1	GLOROS_010714	217	162	69	92	149	89.262	259	1.48e-89
GPALN_016249-T1	GLOROS_002476	114	98	58	67	66	90.909	122	6.12e-38
GPALN_004146-T1	GLOROS_010966	204	169	82	99	168	93.452	330	8.29e-118
GPALN_015294-T1	GLOROS_017608	207	158	76	100	158	87.342	287	1.01e-100
GPALN_006508-T1	GLOROS_008817	169	169	100	100	169	99.408	347	4.19e-125
GPALN_009944-T1	GLOROS_006836	664	687	99	99	685	94.745	1352	0.00e+00
GPALN_001023-T1	GLOROS_003100	149	128	86	100	128	97.656	263	1.20e-92
GPALN_012510-T1	GLOROS_011533	957	545	53	95	512	95.393	974	0.00e+00
GPALN_010820-T1	GLOROS_016991	157	154	100	100	157	92.994	269	1.26e-94
GPALN_012461-T1	GLOROS_011612	274	274	100	100	274	99.635	573	0.00e+00
GPALN_001552-T1	GLOROS_004868	316	316	100	100	316	99.367	652	0.00e+00
GPALN_003686-T1	GLOROS_007440	445	369	81	98	361	95.014	717	0.00e+00
GPALN_010015-T1	GLOROS_006912	348	294	84	100	299	82.943	424	1.93e-150
GPALN_012188-T1	GLOROS_001719	94	94	100	100	94	98.936	185	1.99e-63
GPALN_005295-T1	GLOROS_007077	541	546	100	100	546	96.154	1084	0.00e+00
GPALN_004108-T1	GLOROS_011020	674	670	100	100	674	96.439	1347	0.00e+00
GPALN_007354-T1	GLOROS_000519	336	206	61	100	206	99.515	436	1.33e-156
GPALN_002875-T1	GLOROS_006735	1181	671	54	95	635	94.803	1220	0.00e+00
GPALN_008597-T1	GLOROS_010409	349	227	65	100	228	95.175	455	7.04e-164
GPALN_004949-T1	GLOROS_005276	164	138	76	90	124	96.774	248	1.77e-86
GPALN_001549-T1	GLOROS_004872	1840	1812	93	91	1713	88.383	2880	0.00e+00
GPALN_001251-T1	GLOROS_003471	128	67	52	100	67	97.015	137	4.87e-44
GPALN_008933-T1	GLOROS_010880	207	198	100	100	207	94.686	384	1.25e-138
GPALN_005678-T1	GLOROS_016867	396	417	94	89	373	97.587	737	0.00e+00
GPALN_003498-T1	GLOROS_007656	304	223	66	91	202	96.040	404	1.31e-144
GPALN_009125-T1	GLOROS_013242	731	446	61	99	445	99.326	935	0.00e+00
GPALN_001506-T1	GLOROS_004919	770	755	85	97	737	82.225	1130	0.00e+00
GPALN_009899-T1	GLOROS_005971	97	97	100	100	97	89.691	141	7.67e-46
GPALN_012892-T1	GLOROS_000813	681	681	100	100	681	97.651	1372	0.00e+00
GPALN_012019-T1	GLOROS_017917	601	561	99	99	615	76.911	892	0.00e+00
GPALN_001727-T1	GLOROS_004639	436	436	100	100	436	98.394	890	0.00e+00
GPALN_006467-T1	GLOROS_008755	757	487	59	92	453	77.657	683	0.00e+00
GPALN_008134-T1	GLOROS_012831	357	366	99	96	352	94.318	694	0.00e+00
GPALN_000419-T1	GLOROS_002351	175	177	100	100	177	90.960	332	1.03e-118
GPALN_000179-T1	GLOROS_002059	439	441	100	95	440	90.682	797	0.00e+00
GPALN_001935-T1	GLOROS_004478	480	327	68	100	327	97.554	662	0.00e+00
GPALN_011056-T1	GLOROS_008192	702	684	100	100	702	95.726	1383	0.00e+00
GPALN_010738-T1	GLOROS_012891	403	345	87	100	351	92.023	567	0.00e+00
GPALN_007679-T1	GLOROS_016128	342	298	87	100	298	97.315	604	0.00e+00
GPALN_013912-T1	GLOROS_018841	596	522	87	99	517	95.164	969	0.00e+00
GPALN_003607-T1	GLOROS_007528	487	487	100	100	506	83.794	843	0.00e+00
GPALN_014904-T1	GLOROS_017504	303	264	85	97	257	96.498	513	0.00e+00
GPALN_005832-T1	GLOROS_000126	239	229	100	96	251	71.315	303	1.22e-105
GPALN_000244-T1	GLOROS_002138	645	644	100	100	646	96.749	1287	0.00e+00
GPALN_005687-T1	GLOROS_016836	243	243	100	100	243	97.942	485	3.00e-177
GPALN_013795-T1	GLOROS_015190	166	166	100	100	166	100.000	345	3.65e-124
GPALN_015984-T1	GLOROS_013434	274	207	74	98	204	96.569	413	1.08e-148
GPALN_001082-T1	GLOROS_003194	413	411	98	98	407	95.577	716	0.00e+00
GPALN_002544-T1	GLOROS_006258	120	120	100	100	120	90.833	229	4.40e-80
GPALN_001365-T1	GLOROS_005086	290	292	99	100	293	90.476	474	1.23e-173
GPALN_011280-T1	GLOROS_001133	124	122	100	100	124	93.548	197	2.28e-67
GPALN_005276-T1	GLOROS_007054	163	173	98	90	159	92.453	293	1.01e-103
GPALN_011406-T1	GLOROS_001284	343	339	100	100	343	88.630	614	0.00e+00
GPALN_000939-T1	GLOROS_002977	591	473	80	100	473	96.829	926	0.00e+00
GPALN_001484-T1	GLOROS_004945	1086	1115	100	100	1140	87.544	1810	0.00e+00
GPALN_000015-T1	GLOROS_001830	739	741	100	100	741	95.412	1427	0.00e+00
GPALN_012426-T1	GLOROS_011660	882	650	50	72	442	89.429	745	0.00e+00
GPALN_009341-T1	GLOROS_003863	220	162	84	96	184	82.609	301	5.36e-106
GPALN_005906-T1	GLOROS_016289	135	150	93	84	127	93.701	168	3.62e-55
GPALN_010892-T1	GLOROS_011162	303	237	79	100	240	90.417	394	1.62e-140
GPALN_004943-T1	GLOROS_005287	1033	1175	95	83	997	89.468	1391	0.00e+00
GPALN_008782-T1	GLOROS_010668	790	487	62	99	489	95.706	953	0.00e+00
GPALN_012405-T1	GLOROS_011680	502	665	99	72	513	72.885	456	2.13e-159
GPALN_005851-T1	GLOROS_005647	292	234	78	96	230	85.652	348	1.79e-122
GPALN_003535-T1	GLOROS_007618	853	884	100	96	853	99.179	1753	0.00e+00
GPALN_012470-T1	GLOROS_011597	2376	1814	79	100	1873	94.554	3547	0.00e+00
GPALN_013650-T1	GLOROS_015358	2598	1693	65	99	1759	88.914	3076	0.00e+00
GPALN_013842-T1	GLOROS_015133	284	411	100	70	287	97.909	582	0.00e+00
GPALN_002582-T1	GLOROS_006308	79	84	96	90	76	96.053	155	4.87e-52
GPALN_003733-T1	GLOROS_007366	411	227	50	89	206	93.204	395	6.10e-139
GPALN_000506-T1	GLOROS_002463	206	227	100	82	208	78.365	213	1.14e-70
GPALN_002792-T1	GLOROS_006603	384	367	100	100	384	94.271	744	0.00e+00
GPALN_003748-T1	GLOROS_007346	547	311	57	97	310	91.935	591	0.00e+00
GPALN_011090-T1	GLOROS_008154	1151	977	54	60	617	91.410	1107	0.00e+00
GPALN_007634-T1	GLOROS_009786	106	107	100	100	107	95.327	210	7.10e-73
GPALN_014221-T1	GLOROS_015967	336	346	92	90	312	75.000	482	9.50e-173
GPALN_012624-T1	GLOROS_011369	1400	1220	79	52	637	78.329	906	0.00e+00
GPALN_016317-T1	GLOROS_017525	305	230	56	74	171	88.304	308	2.46e-106
GPALN_006744-T1	GLOROS_010038	83	77	65	70	54	87.037	98.6	2.95e-29
GPALN_008652-T1	GLOROS_010490	609	455	77	100	469	92.324	803	0.00e+00
GPALN_011335-T1	GLOROS_001199	667	535	78	96	517	95.745	1007	0.00e+00
GPALN_010785-T1	GLOROS_017716	320	267	83	99	264	97.727	504	0.00e+00
GPALN_010139-T1	GLOROS_009981	681	524	77	100	526	97.719	1070	0.00e+00
GPALN_000894-T1	GLOROS_002927	877	802	85	96	785	81.398	1286	0.00e+00
GPALN_010068-T1	GLOROS_014288	343	343	100	100	343	90.962	655	0.00e+00
GPALN_002477-T1	GLOROS_006152	183	183	100	100	183	96.721	361	3.49e-130
GPALN_013516-T1	GLOROS_004307	794	833	100	95	794	97.859	1605	0.00e+00
GPALN_009548-T1	GLOROS_014075	592	510	67	87	450	72.000	624	0.00e+00
GPALN_003303-T1	GLOROS_015826	480	464	98	99	468	78.632	725	0.00e+00
GPALN_000983-T1	GLOROS_003047	488	488	100	100	488	98.156	989	0.00e+00
GPALN_009086-T1	GLOROS_013196	303	302	93	100	281	92.409	518	0.00e+00
GPALN_008375-T1	GLOROS_012523	2779	2256	81	100	2285	93.742	4029	0.00e+00
GPALN_001361-T1	GLOROS_005090	199	199	100	100	201	90.547	323	1.52e-120
GPALN_003650-T1	GLOROS_007477	515	415	81	100	415	97.108	838	0.00e+00
GPALN_007967-T1	GLOROS_009332	136	136	100	100	136	100.000	273	8.50e-97
GPALN_010085-T1	GLOROS_014266	283	203	72	100	203	90.148	403	8.02e-145
GPALN_010188-T1	GLOROS_009977	892	473	52	98	466	84.979	757	0.00e+00
GPALN_016173-T1	GLOROS_015774	587	545	100	100	596	80.369	772	0.00e+00
GPALN_000725-T1	GLOROS_002720	70	70	100	100	70	100.000	139	6.17e-46
GPALN_003374-T1	GLOROS_007808	317	317	100	100	317	99.369	656	0.00e+00
GPALN_011004-T1	GLOROS_008257	846	818	96	100	842	85.392	1375	0.00e+00
GPALN_005040-T1	GLOROS_013773	541	579	89	86	497	94.366	957	0.00e+00
GPALN_006244-T1	GLOROS_008449	1180	610	53	100	628	96.975	1263	0.00e+00
GPALN_014932-T1	GLOROS_001802	1890	1907	100	99	1905	97.795	3874	0.00e+00
GPALN_005117-T1	GLOROS_013845	929	853	93	99	862	96.752	1731	0.00e+00
GPALN_004117-T1	GLOROS_011013	960	1015	98	95	971	91.864	1729	0.00e+00
GPALN_006434-T1	GLOROS_008717	1265	1252	100	100	1270	96.063	2495	0.00e+00
GPALN_009325-T1	GLOROS_003879	628	397	63	98	393	96.692	791	0.00e+00
GPALN_000365-T1	GLOROS_002289	398	651	98	60	394	93.147	712	0.00e+00
GPALN_001870-T1	GLOROS_004407	201	201	100	100	201	98.507	414	2.26e-150
GPALN_012620-T1	GLOROS_011376	388	372	72	76	281	97.153	548	0.00e+00
GPALN_000578-T1	GLOROS_002527	142	125	88	100	125	97.600	258	6.90e-91
